Date,River/Stream,Location,Location Code / SL No.,Latitude,Longitude,Temp (°C),pH,EC (µS/cm),TDS (mg/L),DO (mg/L),ORP (mV),"Turbidity
(NTU)",Color (Pt-Co),"Suspended Solids
(mg/L)","Alkalinity
(Total) (mg/L as CaCO3)",Ferrous Iron (mg/L),"Ammonia-Nitrogen
(NH3-N) (mg/L)","Nitrate
(mg/L)","Phosphate
(mg/L)",Sulfide (ug/L),Sulfate (mg/L),Chloride (mg/L),"COD
(mg/L)","TOC
(mg/L)",TC (count/100 mL),E.coli (count/100mL),"Al 
(ppb)","Ti 
(ppb)","V 
(ppb)","Cr 
(ppb)","Mn 
(ppb)","Co 
(ppb)","Ni
(ppb)","Cu 
(ppb)","Zn
(ppb)","Ge
(ppb)","As
(ppb)","Rb
(ppb)","Sr
(ppb)","Zr
(ppb)","Nb
(ppb)","Mo 
(ppb)","Ba 
ppb)","Fe 
(ppb)","Ga 
(ppb)","Li
(ppb)","Ag
(ppb)","Cd
(ppb)","Sn
(ppb)","Sb
(ppb)","Cs
(ppb)","Hf
(ppb)","Ta
(ppb)","W
(ppb)","Hg
(ppb)","Tl 
(ppb)","Pb
(ppb)","Th
(ppb)","U
(ppb)","Se
(ppb)","Mg 
(ppb)","Ca
(ppb)",Project,Sampling Remarks
4/21/2018,Buriganga,BCF Bridge,L-17,23.6872,90.4278,29.2,7.55,1084,491,0.2,-323,20.8,138,96,230,0.11,9.3,13,8.9,23,66,360,,6.985,540000,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
4/21/2018,Buriganga,d/s Pagla STP,L-18,23.6648,90.4524,29.4,7.64,1116,504,0.22,-302,32.2,127,69,195,0.05,8.5,9.7,5.9,14,57,280,,5.64,60000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
4/21/2018,Buriganga,Jazira ,L-19,23.6323,90.4634,29.2,7.65,1070,480,0.2,-281.9,57.6,136,79,295,0.01,10.6,5.3,8,20,42,200,,7.89,50000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
4/22/2018,Tongi Khal,d/s Ashulia Landing station,L-20,23.8944,90.3648,28.7,7.77,1232,560,0.29,-238.6,84.5,152,114,170,0.03,2.6,5.3,4.6,14,37,200,,1.97,50000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
4/22/2018,Tongi Khal,u/s Ijtema Field,L-21,23.8917,90.3899,29.8,7.54,1173,528,0.21,-262,47.6,168,80,235,0.18,2.8,6.7,7,24,59,260,,3.33,150000,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
4/22/2018,Tongi Khal,d/s Railway Bridge,L-22,23.8818,90.4064,27.4,7.62,777,355,0.14,-230,57.4,144,90,265,0.4,7.9,8,6.9,34,60,300,,0.5,1270000,740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
4/22/2018,Tongi Khal,d/s of Hussein Dyeing,L-23,23.8893,90.4232,29.8,7.52,824,382,0.4,-210,63.1,244,110,110,0.26,5.5,10.4,11.1,60,66,250,,2.79,350000,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
4/22/2018,Tongi Khal,Mausaid (d/s Pagar Canal),L-24,23.8992,90.4366,27.1,7.42,832,387,0.24,-250.4,51.1,206,173,245,0.35,4.4,5,10.4,51,61,420,,2.06,730000,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
4/22/2018,Tongi Khal,u/s of Balu Confluence,L-25,23.8872,90.4599,27.4,7.35,829,384,0.22,-254.6,40.5,243,111,170,0.26,10.7,5.9,11.7,60,64,250,,1.49,620000,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
4/22/2018,Balu,u/s of Purbachal,L-26,23.8622,90.4750,27.7,7.3,854,394,0.39,-275.8,40.4,221,113,240,0.24,11.5,8.6,12.2,48,58,320,,3.5,400000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
4/22/2018,Balu,d/s of Purbachal (Ichhapur bridge),L-27,23.8272,90.4873,28.4,7.31,943,432,0.2,-274.3,32.4,232,115,245,0.12,15.2,10.2,15.2,57,55,290,,5.26,150000,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
4/22/2018,Balu,Beraid,L-28,23.7777,90.4779,28.9,7.3,836,379,0.18,-274.6,47.2,154,68,225,0.21,11.2,11.8,13.3,25,46,230,,3.04,1080000,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
4/22/2018,Balu,d/s of Begunbari Canal,L-29,23.7597,90.4835,28.7,7.33,804,363,0.21,-260,47.5,85,70,120,0.19,3.6,12.6,8.7,9,26,290,,2.43,40000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
4/22/2018,Balu,Demra (u/s of confluence),L-30,23.7279,90.5010,28.6,7.4,675,303,0.31,-216.2,31.2,150,33,140,0.05,12.5,6.2,3.3,18,51,350,,1.55,1180000,770000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Turag,u/s of Konabari,L-1,24.0195,90.3444,27.5,6.62,267,118.1,3.86,120,21.8,91,23,30,0.58,1,4.873,2.2,6,25,290,0.136,6.28,8000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Turag,Konabari Powerplant,L-2,23.9948,90.3419,27.6,6.61,275,121.4,3.71,117.9,25.5,86,28,30,0.54,0.35,7.531,1.8,6,25,260,0.23,6.385,21000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Turag,d/s of Konabari,L-3,23.9868,90.3257,27.7,6.6,287,127.1,3.43,118.2,25.9,96,30,35,0.66,0.48,3.544,2,7,26,330,0.158,8.055,58000,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Turag,d/s of Kashimpur,L-4,23.9804,90.3377,27.2,6.6,285,126.9,3.41,117.9,23.7,101,22,65,0.69,0.45,5.316,2.4,8,28,370,0.148,7.6,52000,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Turag,Yearpur (u/s of Ashulia Lake),L-5,23.9257,90.3481,28.2,6.61,293,129.6,3.28,115.3,26.6,98,20,45,0.82,0.45,3.987,2.1,11,30,320,0.343,10.8,24000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Turag,Ashulia Bridge (d/s of Ashulia Lake),L-6,23.8952,90.3346,27.5,6.59,302,134.3,2.76,115.6,24.9,87,28,50,0.5,2.7,4.43,2.1,12,32,280,0.143,7.55,15000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Turag,Rustampur (u/s of confluence),L-7,23.8795,90.3503,27.2,6.59,306,136.2,2.62,112.2,24.8,88,25,80,0.05,4.2,6.645,1.9,9,34,370,0.151,7.75,35000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Turag,Birulia Bridge,L-8,23.8515,90.3393,27.4,6.57,311,138.2,2.93,110.1,25.3,82,28,35,0.45,1.6,3.101,2.1,8,33,270,0.441,6.75,67000,51000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Turag,Botanical Garden,L-9,23.8175,90.3405,28.9,6.52,330,143.9,2.53,110.1,27.2,86,29,55,0.52,0.9,4.43,4.5,7,33,310,0.138,14.95,89000,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Turag,u/s of Aminbazar Bridge,L-10,23.7895,90.3392,29,6.53,327,144,2.65,108.3,22.9,82,34,90,0.42,0.8,4.873,2.4,7,35,300,0.151,8.6,78000,46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Buriganga,Aminbazar Bridge,L-11,23.7829,90.3354,29.2,6.52,326,143.4,2.73,102.6,26.3,87,34,55,0.39,5.5,5.759,2,8,38,480,0.153,7.75,70000,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Buriganga,d/s of Hazaribagh,L-12,23.7350,90.3544,29.1,6.46,416,183.8,1.01,104.8,20.2,79,19,110,0.32,13.9,6.202,2.8,10,38,380,0.419,8.65,29000,23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Buriganga,d/s Kamrangirchar Launch Ghat,L-13,23.7167,90.3599,29,6.45,400,177.3,1.07,103.6,18.19,83,25,85,0.47,18.5,4.43,2.5,10,38,420,0.162,7.45,63000,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Buriganga,Chandni Ghat,L-14,23.7102,90.3937,28.3,6.41,394,175.6,1.22,102.2,17.56,78,18,70,0.24,11.3,0.886,2.5,9,36,290,0.221,7.8,19000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Buriganga,Sadar Ghat,L-15,23.7041,90.4097,28,6.39,407,187.7,1.02,100.9,20.1,82,5,75,0.23,7.3,5.759,2.9,76,37,280,0.142,8.3,27000,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Buriganga,Dholaikhal,L-16,23.6966,90.4184,28,6.38,415,185.5,0.95,96.8,19.89,94,19,105,0.25,5.3,2.215,3.4,16,36,320,0.241,14.5,34000,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Buriganga,BCF Bridge,L-17,23.6872,90.4278,27.3,6.42,412,184.3,1.09,92.9,19.12,128,16,105,0.21,8.6,6.645,4.1,15,37,250,0.213,9.05,12000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Buriganga,d/s Pagla STP,L-18,23.6648,90.4524,28.1,6.98,416,185.5,1.15,84,18.12,70,18,115,0.19,6.8,5.759,2.4,25,35,350,0.229,11.6,22000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Buriganga,Jazira ,L-19,23.6323,90.4634,27.3,6.87,507,224,1.23,76.4,19.44,108,18,65,0.05,7.1,7.088,3.8,11,33,320,0.502,6.85,11000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Turag,d/s Ashulia Landing station,L-20,23.8944,90.3648,28.8,6.62,332,145.5,4.27,119.4,15.7,90,16,85,0.54,0.27,2.658,16.9,6,33,340,0.046,5.3,28000,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/12/2018,Buriganga,u/s Ijtema Field,L-21,23.8917,90.3899,28.6,6.65,816,367,4.3,111.4,7.56,52,6,225,0.12,0.36,6.645,9.5,4,59,360,0.169,7.2,77000,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Tongi Khal,d/s Ashulia Landing station,L-20,23.8944,90.3648,28.7,6.37,326,136.4,0.43,197.4,22.5,85,30,50,0.37,5,6.645,1.7,3,32,360,0.286,9.25,27000,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Tongi Khal,u/s Ijtema Field,L-21,23.8917,90.3899,28.6,6.66,327,183.4,0.27,194.4,26.8,74,37,50,0.36,3.9,7.088,2,5,34,330,0.236,7.25,17000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Tongi Khal,d/s Railway Bridge,L-22,23.8818,90.4064,28.9,6.8,411,186,0.1,-181.7,25,72,34,70,0.19,6.9,7.088,2.8,11,41,350,0.278,8.3,102000,83000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Tongi Khal,d/s of Hussein Dyeing,L-23,23.8893,90.4232,29.6,7.01,603,259,0.28,-192.3,21.8,93,29,120,0.22,7.5,1.772,4.5,14,52,350,0.291,12.2,440000,360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Tongi Khal,Mausaid (d/s Pagar Canal),L-24,23.8992,90.4366,28.9,7.11,494,223,0.09,-256.1,24.9,135,49,150,0.38,10.4,6.202,9.4,17,66,640,0.225,15.05,560000,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Tongi Khal,u/s of Balu Confluence,L-25,23.8872,90.4599,29.6,7.12,478,227,0.19,-269.7,20.1,159,49,165,0.3,11.3,6.645,9.5,32,52,340,0.162,13.55,192000,128000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Balu,u/s of Purbachal,L-26,23.8622,90.4750,29.4,7.18,463,200.3,0.14,-221.2,13.98,76,17,65,0.3,3.2,7.088,3.5,6,38,310,0.264,13.75,167000,104000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Balu,d/s of Purbachal (Ichhapur bridge),L-27,23.8272,90.4873,29.8,7.05,448,194.8,0.14,-223.6,14.69,84,19,90,0.26,2.2,3.987,3.7,12,38,240,0.26,11.95,233000,154000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Balu,Beraid,L-28,23.7777,90.4779,29.6,7.08,449,196.7,0.24,-197.6,15.06,77,26,85,0.03,4.5,2.658,3.6,8,33,240,0.302,10.7,79000,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Balu,d/s of Begunbari Canal,L-29,23.7597,90.4835,28.3,7.06,519,224,0.07,-232.4,17.47,85,30,95,0.3,5.2,5.759,4.6,8,33,320,0.348,10.9,117000,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Balu,Demra (u/s of confluence),L-30,23.7279,90.5010,28.4,7.04,518,228,0.16,-180,20.9,95,26,125,0.24,6.3,3.544,5.7,13,34,220,0.344,30.95,39000,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Shitalakhya,Demra Ghat,L-43,23.6131,90.5069,27.4,7.22,180,81,3.19,28.8,19.48,58,15,40,0.24,9.3,4.43,4,6,8,270,0.531,6.35,29000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Shitalakhya,d/s of Adamjee EPZ,L-44,23.6645,90.5232,27.3,7.24,248,109,1.96,-2.2,20.1,50,24,40,0.22,1.5,3.544,1.4,1,10,270,0.099,7.3,110000,81000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Shitalakhya,d/s of Tanbazar Ghat,L-45,23.7169,90.5022,29.1,7.15,260,114.1,0.26,-6.2,17.86,48,23,80,0.09,4.6,4.873,1.3,5,13,300,0.048,5.29,28000,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
5/13/2018,Dhaleshwari,Muktapur Ghat  ,L-40,23.5679,90.5148,28.5,7.24,555,245,0.22,30,9.71,59,16,90,0.13,4,2.215,1,6,46,250,0.227,7.75,77000,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/23/2018,Turag,u/s of Konabari,L-1,24.0195,90.3444,29.4,6.38,116.2,50.1,6.66,184.6,126,168,127,60,0.02,0.5,55.375,9.5,25,13,420,,1.01,45000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/23/2018,Turag,Konabari Powerplant,L-2,23.9948,90.3419,29.5,6.48,116.7,50.4,6.4,174.9,105,112,144,45,0.3,0.19,21.264,2,17,13,360,,0.55,20000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/23/2018,Turag,d/s of Konabari,L-3,23.9868,90.3257,29.5,6.63,122.7,52.7,6.2,160.5,98,136,136,40,0.37,0.18,19.492,1.5,9,13,500,,0.53,12000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/23/2018,Turag,d/s of Kashimpur,L-4,23.9804,90.3377,29.8,6.7,124,53.2,6.17,108.1,138,127,218,45,0.34,0.19,19.492,2,19,12,410,,0.3,26000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/23/2018,Turag,Yearpur (u/s of Ashulia Lake),L-5,23.9257,90.3481,29.6,6.74,122.4,52.9,6.07,133.4,132,161,197,45,0.27,0.18,16.834,1.4,18,12,480,,0.17,19000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/23/2018,Turag,Ashulia Bridge (d/s of Ashulia Lake),L-6,23.8952,90.3346,29.6,6.79,124,53.2,5.9,140.1,158,100,225,40,0.36,0.15,16.834,1.3,14,12,500,,1.39,57000,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/23/2018,Turag,Rustampur (u/s of confluence),L-7,23.8795,90.3503,29.3,6.89,127.4,54.5,5.63,144.1,184,131,209,50,0.04,0.16,14.619,1.6,8,11,600,,1.04,13000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/23/2018,Turag,Birulia Bridge,L-8,23.8515,90.3393,29.6,7,127.9,54.2,5.2,162.5,155,124,169,55,0.08,0.15,17.277,1.9,15,12,490,,0.39,9000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/23/2018,Turag,Botanical Garden,L-9,23.8175,90.3405,29.6,6.85,151.6,64.7,4.4,172,115,114,156,70,0.28,0.36,31.896,6.8,29,10,480,,0.77,43000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/23/2018,Turag,u/s of Aminbazar Bridge,L-10,23.7895,90.3392,29.9,6.9,139.2,59.1,3.8,140.3,95.3,113,61,45,0.23,0.11,7.974,1.4,71,11,420,,0.86,23000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/23/2018,Buriganga,Aminbazar Bridge,L-11,23.7829,90.3354,30.2,6.8,135.8,57.7,3.64,149,98,93,125,45,0.2,0.15,15.948,1.8,68,14,490,,1.54,19000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/23/2018,Buriganga,d/s of Hazaribagh,L-12,23.7350,90.3544,30.1,7,185.2,78.6,2.31,150.8,48.6,44,82,45,0.11,0.46,35.883,8.3,15,14,350,,1.77,79000,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/23/2018,Buriganga,d/s Kamrangirchar Launch Ghat,L-13,23.7167,90.3599,30.6,7.05,194.7,82.5,1.4,154.9,52,32,63,75,0.12,0.3,21.707,5.6,7,16,500,,1.73,27000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/23/2018,Buriganga,Chandni Ghat,L-14,23.7102,90.3937,30.6,7.06,201.2,84.8,1.01,129.2,46,33,27,40,0.13,0.15,9.303,2.5,2,12,420,,1.56,76000,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Buriganga,Sadar Ghat,L-15,23.7041,90.4097,30.9,6.98,211.3,89.5,0.26,141.2,24.3,41,20,50,0.1,0.12,7.531,1.7,6,14,370,,1.38,71000,23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Buriganga,Dholaikhal,L-16,23.6966,90.4184,31,6.99,207,87.5,0.56,146.1,24,37,22,55,0.07,0.14,8.86,3,2,25,380,,1.44,19000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Buriganga,BCF Bridge,L-17,23.6872,90.4278,30.7,7.06,214.3,90.7,0.36,141.5,16.7,26,29,90,0.08,0.09,7.974,1.8,2,15,370,,1.57,51000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Buriganga,d/s Pagla STP,L-18,23.6648,90.4524,31.2,7.07,228,91.7,0.45,149.6,10.7,22,26,75,0.06,0.12,5.759,1.3,5,13,380,,2.6,71000,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Buriganga,Jazira ,L-19,23.6323,90.4634,30.8,7.04,239,100.5,0.28,120.6,8.61,27,15,100,0.09,0.12,5.759,1.5,1,13,320,,1.14,49000,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Tongi Khal,d/s Ashulia Landing station,L-20,23.8944,90.3648,30.3,7.09,141.7,61.7,3.54,146.8,58.7,78,68,50,0.29,0.17,14.619,2.2,28,14,360,,0.73,27000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Tongi Khal,u/s Ijtema Field,L-21,23.8917,90.3899,30.2,7.1,148,67.6,3.1,146.2,54.5,67,56,45,0.06,0.14,10.632,2.9,34,10,350,,0.87,39000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Tongi Khal,d/s Railway Bridge,L-22,23.8818,90.4064,32.2,7.11,149.5,66.7,2.85,150.2,49.9,48,78,50,0.04,0.16,12.404,2.4,32,11,260,,1.55,57000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Tongi Khal,d/s of Hussein Dyeing,L-23,23.8893,90.4232,30.4,6.96,177.8,75,2.27,168.8,45.8,39,66,70,0.07,0.12,10.632,3.5,17,14,410,,1.65,101000,48000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Tongi Khal,Mausaid (d/s Pagar Canal),L-24,23.8992,90.4366,30.7,7.04,186.6,77,1.26,138.6,43.9,36,64,65,0.06,0.08,7.974,1.7,17,15,390,,1.41,83000,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Tongi Khal,u/s of Balu Confluence,L-25,23.8872,90.4599,30.1,7,208.7,88.7,0.59,141.4,28.2,40,58,65,0.06,0.08,6.202,1.6,9,17,350,,0.87,98000,52000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Balu,u/s of Purbachal,L-26,23.8622,90.4750,30.3,7.04,212.6,90,0.44,148.1,9.62,38,64,70,0.11,0.1,4.43,1.3,5,16,390,,1.12,59000,23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Balu,d/s of Purbachal (Ichhapur bridge),L-27,23.8272,90.4873,30,7.11,219.3,89,0.4,176,5.59,32,19,60,0.09,0.09,7.531,1.7,16,12,380,,1.61,27000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Balu,Beraid,L-28,23.7777,90.4779,30.5,7.09,196.5,82,2.56,193.7,8.65,31,20,45,0.22,0.09,7.531,2.1,6,14,360,,1.98,42000,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Balu,d/s of Begunbari Canal,L-29,23.7597,90.4835,31.2,7.12,190.6,80,1.78,93.4,8.6,31,14,75,0.38,0.1,5.316,1.6,25,12,340,,1.98,77000,48000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/24/2018,Balu,Demra (u/s of confluence),L-30,23.7279,90.5010,30.9,7.06,259,110.1,0.34,128.9,12.45,42,16,90,0.31,0.18,4.873,2.8,11,10,330,,2.4,97000,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
7/14/2018,Turag,u/s of Konabari,L-1,24.0195,90.3444,29.6,6.68,131.2,55.8,6.38,180.2,221,13,31,35,0.41,0.18,5.3,0.7,73,19,300,,1.41,15000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
7/14/2018,Turag,Konabari Powerplant,L-2,23.9948,90.3419,29.8,6.84,128.9,54.9,6.31,-1.9,247,30,60,40,0.75,0.43,4.4,0.8,10,18,370,,0.77,18000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
7/14/2018,Turag,d/s of Konabari,L-3,23.9868,90.3257,30.1,7.01,138.4,58.9,6.15,-1.7,241,77,70,45,0.53,0.56,4.4,1,9,19,400,,1.09,4000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
7/14/2018,Turag,d/s of Kashimpur,L-4,23.9804,90.3377,29.9,6.94,138.3,59,6.12,-1.8,206,58,97,80,0.52,0.46,6.2,1.6,2,19,360,,0.79,83000,47000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
7/14/2018,Turag,Yearpur (u/s of Ashulia Lake),L-5,23.9257,90.3481,30.1,7.04,140.9,60.1,6.12,77,179,53,92,40,0.55,0.36,5.3,1.8,9,21,480,,1.65,84000,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
7/14/2018,Turag,Ashulia Bridge (d/s of Ashulia Lake),L-6,23.8952,90.3346,30.1,7.12,145.6,61.8,5.93,81,169,53,117,95,1.12,0.4,5.3,1.5,9,21,270,,1.46,139000,71000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
7/14/2018,Turag,Rustampur (u/s of confluence),L-7,23.8795,90.3503,30.3,7.22,181.7,76.8,5.49,66,146,56,91,60,0.56,0.52,4.9,1.8,24,21,280,,1.48,34000,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
7/14/2018,Turag,Birulia Bridge,L-8,23.8515,90.3393,30.3,7.02,186.5,78.3,5.6,78,141,69,90,20,0.53,0.28,4.9,1.3,7,21,290,,0.94,55000,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
7/14/2018,Turag,Botanical Garden,L-9,23.8175,90.3405,30.3,7.2,198,83.3,4.53,85,104,56,96,35,0.47,0.81,24.4,1.9,1,23,300,,1.35,103000,48000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
7/14/2018,Turag,u/s of Aminbazar Bridge,L-10,23.7895,90.3392,30.6,7.21,191.6,80.2,4.18,93,88,54,61,90,0.44,0.06,15.1,1.7,8,20,350,,1.55,53000,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
7/14/2018,Buriganga,Aminbazar Bridge,L-11,23.7829,90.3354,31.5,7.08,196.2,82.9,4.18,89,88,74,57,55,0.46,0.39,8.4,1.4,2,22,280,,1.2,126000,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
7/14/2018,Buriganga,d/s of Hazaribagh,L-12,23.7350,90.3544,31.3,7.18,202.9,85.3,3.44,92,77.8,42,44,85,0.43,0.58,8.0,3.4,9,22,340,,1.76,32000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
